client_id,segment,neighbourhood,owner_age_band,household,tech_comfort,budget_sensitivity,channel_preference,pets,n_pets,services_used,visits_last_2y,last_visit,satisfaction_prior
MVC-C377,budget_stretched,Rathmines,60+,single,low,high,web,"[{""species"": ""Cat"", ""breed"": ""Rescue moggy"", ""age_years"": 3.6, ""brachycephalic"": false, ""senior"": false}]",1,MVC-033|MVC-005|MVC-089,8,2026-06,3
MVC-C378,senior_pet,Donnybrook,30-44,single,medium,high,phone,"[{""species"": ""Dog"", ""breed"": ""Border Collie"", ""age_years"": 10.1, ""brachycephalic"": false, ""senior"": true}]",1,MVC-090|MVC-047|MVC-063|MVC-001|MVC-010,11,2026-05,5
MVC-C379,new_pet,Clonskeagh,60+,couple,medium,high,phone,"[{""species"": ""Rabbit"", ""breed"": ""Netherland Dwarf"", ""age_years"": 0.9, ""brachycephalic"": false, ""senior"": false}]",1,MVC-053|MVC-030|MVC-016|MVC-036|MVC-006,6,2026-06,4
MVC-C380,time_poor_professional,Ranelagh,60+,family_with_kids,low,medium,phone,"[{""species"": ""Dog"", ""breed"": ""Rescue crossbreed"", ""age_years"": 2.1, ""brachycephalic"": false, ""senior"": false}]",1,MVC-026|MVC-069|MVC-001|MVC-072|MVC-023,4,2026-03,4
MVC-C381,senior_pet,Milltown,60+,single,medium,low,web,"[{""species"": ""Rabbit"", ""breed"": ""Rescue rabbit"", ""age_years"": 13.6, ""brachycephalic"": false, ""senior"": true}]",1,MVC-079|MVC-053,11,2026-05,4
MVC-C382,new_pet,Harold's Cross,60+,couple,high,high,walk-in,"[{""species"": ""Bird"", ""breed"": ""Canary"", ""age_years"": 1.2, ""brachycephalic"": false, ""senior"": false}]",1,MVC-007|MVC-084,2,2026-05,3
MVC-C383,new_pet,Milltown,30-44,single,medium,low,web,"[{""species"": ""Cat"", ""breed"": ""Maine Coon"", ""age_years"": 0.8, ""brachycephalic"": false, ""senior"": false}]",1,MVC-081|MVC-015,5,2026-05,3
MVC-C384,lapsed,Ranelagh,60+,couple,medium,high,phone,"[{""species"": ""Rabbit"", ""breed"": ""Netherland Dwarf"", ""age_years"": 2.2, ""brachycephalic"": false, ""senior"": false}]",1,MVC-003|MVC-094|MVC-006|MVC-030,2,2025-04,2
MVC-C385,time_poor_professional,Rathmines,45-59,couple,high,low,phone,"[{""species"": ""Dog"", ""breed"": ""Terrier cross"", ""age_years"": 4.1, ""brachycephalic"": false, ""senior"": false}]",1,MVC-028|MVC-014,6,2026-05,3
MVC-C386,time_poor_professional,Dartry,30-44,single,low,medium,phone,"[{""species"": ""Dog"", ""breed"": ""Terrier cross"", ""age_years"": 2.6, ""brachycephalic"": false, ""senior"": false}]",1,MVC-045|MVC-026|MVC-073|MVC-008|MVC-014|MVC-043,3,2026-07,3
MVC-C387,multi_pet,Terenure,18-29,single,high,low,web,"[{""species"": ""Cat"", ""breed"": ""Rescue moggy"", ""age_years"": 4.3, ""brachycephalic"": false, ""senior"": false}, {""species"": ""Rabbit"", ""breed"": ""Lionhead"", ""age_years"": 9.9, ""brachycephalic"": false, ""senior"": true}, {""species"": ""Rabbit"", ""breed"": ""Lionhead"", ""age_years"": 2.7, ""brachycephalic"": false, ""senior"": false}]",3,MVC-024|MVC-076|MVC-040|MVC-078,2,2026-03,4
MVC-C388,time_poor_professional,Clonskeagh,45-59,family_with_kids,medium,high,web,"[{""species"": ""Dog"", ""breed"": ""Greyhound (retired)"", ""age_years"": 7.4, ""brachycephalic"": false, ""senior"": false}]",1,MVC-014|MVC-042|MVC-026,8,2026-06,5
MVC-C389,new_pet,Terenure,30-44,couple,medium,low,phone,"[{""species"": ""Dog"", ""breed"": ""Cocker Spaniel"", ""age_years"": 0.9, ""brachycephalic"": false, ""senior"": false}]",1,MVC-019|MVC-008|MVC-031|MVC-049|MVC-021|MVC-028,3,2026-07,3
MVC-C390,senior_pet,Portobello,45-59,single,medium,medium,walk-in,"[{""species"": ""Cat"", ""breed"": ""Domestic longhair"", ""age_years"": 9.8, ""brachycephalic"": false, ""senior"": true}]",1,MVC-009|MVC-011,11,2026-06,5
MVC-C391,new_pet,Rathmines,18-29,couple,low,medium,phone,"[{""species"": ""Cat"", ""breed"": ""Ragdoll"", ""age_years"": 0.5, ""brachycephalic"": false, ""senior"": false}]",1,MVC-027|MVC-020|MVC-018|MVC-005|MVC-022,4,2026-05,3
MVC-C392,new_pet,Donnybrook,30-44,single,low,medium,phone,"[{""species"": ""Dog"", ""breed"": ""Jack Russell"", ""age_years"": 0.9, ""brachycephalic"": false, ""senior"": false}]",1,MVC-082|MVC-031|MVC-037,4,2026-05,5
MVC-C393,budget_stretched,Harold's Cross,18-29,family_with_kids,low,high,walk-in,"[{""species"": ""Dog"", ""breed"": ""Rescue crossbreed"", ""age_years"": 9.8, ""brachycephalic"": false, ""senior"": true}]",1,MVC-026|MVC-032,2,2026-05,3
MVC-C394,senior_pet,Dartry,60+,family_with_kids,high,low,web,"[{""species"": ""Dog"", ""breed"": ""Greyhound (retired)"", ""age_years"": 12.6, ""brachycephalic"": false, ""senior"": true}]",1,MVC-047|MVC-045,10,2026-07,5
MVC-C395,multi_pet,Rathmines,60+,shared_house,low,low,web,"[{""species"": ""Rabbit"", ""breed"": ""Rescue rabbit"", ""age_years"": 10.5, ""brachycephalic"": false, ""senior"": true}, {""species"": ""Cat"", ""breed"": ""Maine Coon"", ""age_years"": 10.1, ""brachycephalic"": false, ""senior"": true}]",2,MVC-040|MVC-015|MVC-027,3,2026-07,5
MVC-C396,new_pet,Ranelagh,18-29,family_with_kids,high,low,phone,"[{""species"": ""Dog"", ""breed"": ""Border Collie"", ""age_years"": 0.6, ""brachycephalic"": false, ""senior"": false}]",1,MVC-034|MVC-001|MVC-023|MVC-037,6,2026-06,4
MVC-C397,lapsed,Portobello,18-29,single,medium,high,walk-in,"[{""species"": ""Dog"", ""breed"": ""Jack Russell"", ""age_years"": 3.6, ""brachycephalic"": false, ""senior"": false}]",1,MVC-028|MVC-092|MVC-008|MVC-001|MVC-023|MVC-017,2,2025-02,4
MVC-C398,brachy_highrisk,Ranelagh,30-44,family_with_kids,low,medium,web,"[{""species"": ""Dog"", ""breed"": ""Cavalier King Charles Spaniel"", ""age_years"": 1.9, ""brachycephalic"": true, ""senior"": false}]",1,MVC-017|MVC-045,5,2026-07,4
MVC-C399,new_pet,Rathmines,30-44,couple,medium,low,phone,"[{""species"": ""Cat"", ""breed"": ""Ragdoll"", ""age_years"": 0.4, ""brachycephalic"": false, ""senior"": false}]",1,MVC-018|MVC-027,5,2026-06,4
MVC-C400,new_pet,Rathgar,30-44,couple,medium,high,phone,"[{""species"": ""Rabbit"", ""breed"": ""Lionhead"", ""age_years"": 0.3, ""brachycephalic"": false, ""senior"": false}]",1,MVC-012|MVC-036|MVC-030,5,2026-06,4
